Id,Domain,Group Title,KDB_Titel,Description_NL,Comments for Operators NL
3444,Payment Means RCB,Debetkaart: Gebruik / Carte de débit: Usage,Problemen gebruik en limieten,"
 
Kaart geweigerd
Deze tabel legt uit welke acties u dient te ondernemen.
 
Stap
Actie
1
Controleer of dat de kaart fysisch beschadigd is of dat er een andere oorzaak is voor het niet-functioneren van de kaart.
Indien fysisch beschadigd, ga naar stap 4
Indien niet-fysisch beschadigd, ga naar stap 2.
2
Check met de klant of de kaart wordt geweigerd na invoer van kaart en code.
Indien ja, ga naar stap 4
Indien neen, ga naar stap 3
3
Verschijnt op het scherm de foutmelding ""kaart momenteel onbruikbaar, gelieve contact op te nemen met de hoofdzetel"".
Indien ja, ga naar stap 6
Indien neen, ga naar stap 4
4
Vraag via Foxe>Betaalmiddelen>Kaarten>Debetkaarten een duplicaat aan.
Het duplicaat wordt naar het adres van de klant gestuurd.
5
Vernietig de te vervangen kaart.
6
Controleer de protonchip via uw Xenta-toestel.
Indien foutboodschap, ga naar stap 4
Indien protonchip nog leesbaar, vraag dan aan de clënt om opnieuw een transactie uit te voeren
 
Opvraging geweigerd

Deze tabel legt uit welke acties u dient te ondernemen.
 
Stap
Actie
1
Controleer via Foxe>Betaalmiddelen>Kaarten>Debetkaarten of de desbetreffende functie actief is.
Indien ja, ga naar stap 2
Indien neen, ga naar stap 3
2
Voer volgende controles uit :
Controleer het beschikbaar saldo van de rekening via Foxe>Rekeningen>Financieel beheer>Saldo en beschikbaar.
Controleer de opvragingslimiet van de kaart via de toepassing Foxe>Betaalmiddelen>Kaarten>Debetkaarten: Consulteren>Diensten
Controleer het totaal bedrag van de laatste weektransacties via Foxe>Betaalmiddelen>Kaarten>Debetkaarten: Consulteren>Beschikbaar
3
Voer volgende controles uit :
Controleer of er blokkeringen en/of verboden diensten zijn op de rekening via Foxe>Rekeningen>Specifiek beheren>Blokkeringen en Verboden diensten.
Controleer de handtekeningbevoegdheid op de rekening via Foxe>Rekeningen>Consulteren basisgegevens>Rollen.
4
Na deblokkering van de rekening of het verwijderen van verboden diensten, kan u de diensten activeren via 
Foxe>Betaalmiddelen>Kaarten>Debetkaarten: Wijzigen.
Opgelet! Deze wijziging is pas operationeel op dag+1.
 
Status aanvraag kaart

Via Foxe>Betaalmiddelen>Kaarten>Debetkaarten kan u de status van een aanvraag van een debetkaart/dienst controleren.
 
Indien ...
Dan ...
Status 0100
Is aanvraag bankkaart/dienst aanvaard.
Status 0200
Is aanvraag bankkaart/dienst geweigerd omwille van een blokkering op de rekening (blokkering ontbreken van documenten).
Status 0300/0400
De aanvraag is in onderzoek. Deze worden op dag+1 behandeld op de hoofdzetel.
Status 0500
Is aanvraag bankkaart/dienst geweigerd omwille van één van volgende redenen :
Blokkering op de rekening
Verboden diensten op de rekening
Terugkerende post op de rekening (verzendingsadres foutief)
​",
3445,Payment Means RCB,Debetkaart: Verbonden diensten / Carte de débit: Services liés,Overzicht tankbeurten,"
 
Algemeen 
De klant kan een maandelijks overzicht van zijn tankbeurten via het rekeningafschrift aanvragen.
 
Opgelet! 

 
Sinds P43 zijn tankbeurten op Maestro toestellen ook opgenomen in het overzicht van de tankbeurten 
 
Activatie 
 
Volgende tabel beschrijft de werkwijze voor de activatie van het overzicht van tankbeurten.
 

De aanvragen worden maandelijks verwerkt, dit op de 5e werkdag. 
 
Stap
Actie
 
1
Selecteer de rekening via Foxe>Rekeningen>Opzoeken rekening.
2
Selecteer Reporting>Modaliteiten rekeningafschriften.
3
Selecteer ""Wijzigen"".
4
Selecteer in het veld bijlage brandstof ""bijlage gevraagd"".
 
 ​
 
Schrapping 
 
Volgende tabel beschrijft de werkwijze voor de schrapping van het overzicht van tankbeurten. 
 
Stap
Actie
 
1
Selecteer de rekening via Foxe>Rekeningen>Opzoeken rekening.
2
Selecteer Reporting>Modaliteiten rekeningafschriften.
3
Selecteer ""Wijzigen"".
4
Selecteer in het veld bijlage brandstof ""klant wenst geen bijlage"".
​",
3447,Payment Means RCB,Debetkaart: Aanvraag - tarifering / Carte de débit: Demande - tarification,Speciale benaming op de kaart,"
 
Richtlijnen 
Standaard staat op een bankkaart de naam en voornaam van de klant gedrukt. Een speciale benaming kan interessant zijn als de klant bijvoorbeeld de naam van een bedrijf wil toevoegen.
 
De speciale benaming op de kaart (ook wel speciale personalisatie genoemd):is beperkt tot 2 lijnen van 23 posities
enmoet wel steeds de naam en de voornaam van de kaarthouder bevatten op de eerste lijn.
 
Als u een speciale benaming zet op een kaart, wordt erniet automatisch een nieuwe bankkaart besteld. 
 
 
Aanvraag speciale benaming op een eerste kaart 
 
De onderstaande tabel beschrijft de procedure bij de aanvraag van een eerste kaart, een duplicaat of een verzet/vervanging.
 
Stap
Actie
1
Ga naar Foxe>Betaalmiddelen>Kaarten>Debetkaarten en vraag ofwel de bankkaart aan met de knop 'nieuwe kaart', ofwel de vervanging met de knop 'duplicaat' (= zelfde code)  of met de knop 'verzet/vervanging' (= andere code).

2
Na validatie van uw aanvraag komt u terug op het startscherm en dan zal u daar een nieuwe lijn zien staan. Selecteer de nieuwe lijn en ga naar 'speciale perso'.

3
Ga naar het vak 'Embossering van de kaart', vul de lijnen aan en bevestig.
Opgelet!
Op de eerste lijn van de embossering moet u altijd de naam en voornaam van de kaarthouder ingeven. De tweede lijn is een vrije keuze.
 
 
Speciale benaming annuleren/wijzigen 
 
De onderstaande tabel beschrijft de procedure als u een speciale benaming op een kaart wenst te annuleren/te wijzigen.
 
Stap
Actie
1
Ga naar Foxe>Betaalmiddelen>Kaarten>Debetkaarten en selecteer de kaart waarop de speciale benaming staat.
 
2
Annuleer of wijzig de gegevens.

3
Vraag nadien een duplicaat of verzet/vervanging aan.
​",
3457,Payment Means RCB,Debetkaart: Blokkering - deblokkering / Carte de débit: Blocage - déblocage,Schrappen kaart,"
 
Procedure
Via Foxe>Betaalmiddelen>Kaarten>Debetkaarten.
U hebt 3 keuzes bij schrapping kaart:niet-afgehaald in kantoorop vraag van de klantgeannuleerd door de bank
Opgelet!
Voor 091-rekeningen is het niet mogelijk de schrapping uit te voeren via de kaarttoepassing. In dergelijk geval vraagt u de schrapping via het document (1525).
Enkel in geval van de keuzemogelijkheid 'op vraag van de klant', zal er een document worden afgeprint ter ondertekening. Scan dit document door naar de zetel. In de andere twee mogelijkheden moet er geen document worden gearchiveerd.
 
 
Voor de ondertekening van het aanvraagdocument heeft u 2 mogelijkheden:hetzij via elektronische handtekening (de toepassing zegt u welke personen moeten tekenen)hetzij via manuele handteking
Vernietig de geschrapte kaart, u hoeft deze immers niet naar de zetel op te sturen.
Opgelet!
Recuperatie protonsaldo.
 
 
 
 
 
 
 ​​
​",
3459,Payment Means RCB,Debetkaart: Gebruik / Carte de débit: Usage,Gebruik Xenta,"
 
Gebruik van de Xenta-toepassing kaartlezer
 
Link InSite CVBA:Gebruik van de toepassing Xenta
Link InSite Kantorennet:Gebruik van de toepassing Xenta
​",
3461,Payment Means RCB,Debetkaart: Blokkering - deblokkering / Carte de débit: Blocage - déblocage,Problemen kaartlezer/Xenta,"
 
 
Wat doen in geval van problemen met de kaartlezer?
 
Pas deze stappen toe alvorens u de IT/Helpdesk belt.
 
Stap
Actie
 
1
Is de Xenta correct verbonden met de werkpost?
Indien nee: verbind correct (einde procedure).
Indien ja: er is mogelijk een probleem met de kaartlezer. Ga naar stap 2.
 
2
Trek de zwarte stroomkabel AAN DE KAARTLEZER ZELF uit. 
Wacht 30 seconden en steek de zwarte stroomkabel terug in.
 
3
Klik in Foxe op 'OK' en start vervolgens Foxe verder op.
Indien je op 'Cancel' klikt, is het onmogelijk de kaartlezer te gebruiken tijdens deze sessie.
 
Als procedure niet werkt, kan je contact opnemen met de IT/Helpdesk op het nummer (zie contacts).
​",
3462,Payment Means RCB,Debetkaart: Limieten / Carte de débit: Limites,"Limieten Bancontact/MisterCash - Maestro, SSB","
 
Aandachtspunten 
Om na te gaan of een weeklimiet nog niet is bereikt, maakt het systeem de som van alle verrichtingen die 6 dagen voor de nieuwe verrichting werden uitgevoerd.
 
Voorbeeld: Indien een verrichting op dinsdag wordt aangevraagd, dan wordt er voor de berekening van de nog beschikbare limiet rekening gehouden met de verrichtingen die sinds de woensdag voordien werden uitgevoerd.
 
Een betaling no pin wordt verrekend in de weeklimiet.
 
De bedragen voor betalingen en geldopvragingen zijn beperkt in functie van o.a.:
 
het beschikbare bedrag op de rekening;limieten toestel;-...
Worldline hanteert een limiet van 10.000 euro per week per rekening.
 
Het beschikbaar van een kaart kan u consulteren in de kaarttoepassing via Foxe>Betaalmiddelen>Kaarten>Debetkaarten. Consulteer de kaart en ga naar het veld ""Beschikbaar"".
 
 
Betaling no pin
 
 
Klanten kunnen in België met de debetkaart tot 25 euro per transactie betalen zonder dat ze hun pincode moeten inbrengen (uitzondering: betaling voor tol: 100Eur/verrichting en parkings: max. 50Eur/verrichting)  Dit is mogelijk voor zowel Maestro-, als voor Bancontact/Mister cashverrichtingen.
Ze kunnen een beperkt aantal achtereenvolgende transacties doen tot maximum 125 euro, maar daarna moet de klant een online pintransactie doen op een SSB- of ATM-toestel of in een winkel om de teller terug op nul te zetten. 
 
De functie kan afgezet worden in Foxe, BDN . Als u de functies afzet is dit niet online, maar pas de volgende werkdag.
Wijziging van het bedrag is wel online.
 
Aangezien alle transacties online verlopen, kan je met een geblokkeerde debetkaart  geen verrichtingen meer doen.
Op het rekeninguittreksel en in het Foxe is het niet zichtbaar of een transactie met of zonder geheime code gebeurd is.



   

 

 Limieten bij betaling en geldopvraging 
 
De limieten zijnkaartlimieten.
 
Dit betekent dat de limiet van toepassing is op alle rekeningen die aan de kaart zijn verbonden. Volgende tabel geeft de nieuwe standaardlimieten weer. (zowel voor binnen- als buitenland)
 
 
Indien de klant ...
Dan is de standaard daglimiet voor afnames
En de standaard weeklimiet voor afnames en betalingen
< 16 jaar
100 euro
100 euro
> 16 jaar
650 euro*
2.500 euro *
 
*gewijzigd vanaf 18/03(P40)
voor heavy users en Business en Private klanten is de limiet 1.000 euro per dag en 5.000 euro per week. 
 
Voor klanten < 16 jaar kan de limiet van 100€/dag gewijzigd worden mits het invullen van document 0002, gehandtekend door ouders + kaarthouder
 
De klant kan deze standaardlimieten wijzigen tot maximum:
 2.500 euro voor de dagelijkse afnamelimiet10.000 euro voor de wekelijkse limiet voor afnames en betalingen
 
Het nieuwe bedrag moet telkens een meervoud van 10 euro zijn.
 
De limieten zijn kaartgebonden maar :
 
Voor zicht- en spaarrekeningen met handtekeningsregels wordt de desbetreffende rekening beperkt tot de handtekeningsbevoegdheid van de kaarthouder op die rekening
 
Voor spaarrekeningen geopend door klanten tussen de 16 en 18 jaar geldt er een rekeninglimiet van 125 euro/maand.
 
In geval van wijziging van de limieten bij opvraging en betaling, ontvangt de klant een bijlage aan de dagafschriften waarin de nieuwe limieten worden bevestigd.
 
*Op een niet Belfius toestel kan de klant maximaal 650 euro per dag afhalen. Deze limiet kan niet aangepast worden. (Dit zowel voor binnen- als buitenland!)
 
 
Overschrijvingslimieten via kaart
 
De onderstaande tabellen vermelden de diverse maximumbedragen voor overschrijvingen en doorlopende opdrachten. Dit zijn limieten 'per kaart'.

Tot 16 jaar
 
Limietklasse
Van ZR naar rek bij Belfius waar kaart-houder geen rol op heeft en naar externe rekeningen
Van ZR naar rek bij Belfius waar kaart-houder rol op heeft ((mede-)houder of gevolmachtigde)
Van SR naar rek bij Belfius waar kaart-houder rol op heeft ((mede-)houder of gevolmachtigde)
Per dag
Per week
Per dag
Per week
Per dag
Per week
21
0
0
onbeperkt
onbeperkt
/
/",
3465,Payment Means RCB,Kredietkaart: Pinsetting / Carte de crédit: Pinsetting,Elektronisch ondertekenen van PIN-setting,"
 
Regel
Het is niet meer mogelijk om een PIN-setting te ondertekenen met een debetkaart.
Elektronisch ondertekenen kan enkel nog met de identiteitskaart.
​",
3469,Payment Means RCB,Belfius Ticket Shop,Stopzetting Belfius Ticket Shop vanaf 01/03/2013,"
Historiek 
Gelanceerd in juni 2007in samenwerking met ZetesKlanten konden met hun debet kaart tickets kopen tegen een voordelige prijs aan de SSB/de cashless automaten

Bedoeling
 
Klantenbinding verhogen door het aanbieden van een aanvullende serviceExtra inkomsten genererenBepaalde klanten een extra voordeel aanbieden in het kader van commerciële campagnes (bv. korting op festivaltickets)Klanten ertoe aanzetten de SSB's te gebruiken
Redenen stopzetting
 
De huidige context verplicht Belfius Bank echter om zich toe te spitsen op de kernactiviteiten en de kosten te beperken
Daarom, en ook omwille van onderstaande redenen, wordt op 01/03/2013 Belfius Ticket Shop afgeschaft.
 Om een aantrekkelijk aanbod aan te kunnen bieden, diende de Ticket Shop veel en verschillende partners te hebben. Maar heel wat partners uit de muziekwereld (Antwerps Sportpaleis, Vorst Nationaal, AB, Universal, Summer Festival, ...) en de filmwereld (Kinepolis, UGC, ...) zijn niet meer geïnteresseerd in ons ticketingaanbodHet is niet meer nodig om het gebruik van SSB's te promotenBelfius Ticket Shop is niet (goed) gekend bij het publiek. Klanten richten zich voor ticketting spontaan tot andere providers, zoals Sherpa of FnacDeze aanvullende service genereert te weinig inkomsten ​",
3470,Payment Means RCB,Debetkaart: Limieten / Carte de débit: Limites,Wijziging standaardlimieten debetkaart,"

 

 
Maatregelen tegen internetfraude – Verlaging van de kaartlimieten
 
Vanaf 1 maart 2013 zullen alle nieuwe aanvragen van debetkaarten een standaard daglimiet van 650 euro hebben voor afnames.
 
 
Vanaf P40 (18 maart 2013)
 
De standaardlimieten van de debetkaarten worden verlaagd naar 650 euro/dag voor afnames en 2.500 euro/week voor afnames en betalingen.
 
Voor de Business-klanten, Private-klanten en heavy users zal deze verlaging niet toegepast worden.
​",
3471,Payment Means RCB,Debetkaart: Saldo - verrichtingen / Carte de débit: Solde - transactions,Historiek transacties debetkaart,"
 
Procedure
Het is mogelijk om de transacties van de debetkaart de consulteren via: Foxe>Betaalmiddelen>Kaarten>Debetkaarten>Consulteren>Historiek.
Hier verschijnen de transacties van de laatste 18 maanden uitgevoerd met de debetkaart
​",
3472,Payment Means RCB,Kredietkaart: Reporting / Carte de crédit: Reporting,Factuur BTW voor geldopname of non-euro transactie met Prepaid kredietkaarten,"
 
 
Principe
Er zal een factuur (bijlage bij rekeningafschrift) verstuurd worden naar personen met een BTW-nummer opdat zij de BTW kunnen recupereren voor de kosten van een geldafname of kosten voor wisselkoersen.
 
Procedure
De 5de bankwerkdag van de maand zal deze bijlage aangemaakt worden voor alle professionele rekeningen die een transactie gedaan hebben met hun Mastercard Prepaid waarvoor er transactiekosten waren (geldafname of non-euro transactie).
Er wordt steeds per maandoverzicht gewerkt, die gelijk loopt met de uitgavenstaten van Mastercard Prepaid.
Er wordt per rekening een cumul gemaakt van alle betrokken transacties van hetzelfde type (geldafname of non-euro transactie) voor die rekening.
Het is dus geen bijlage (factuur) per kaart of per transactie, maar per rekening.
Opmerking: Voor de periode tussen P37 en P40 zal er een reprise gebeuren. De betrokken klanten krijgen dan dus uitzonderlijk de reeds gepasseerde facturen.Het is een factuur als bewijs, er moet geen betaling meer gedaan worden door de klanten.
 ",
